Player,No,Pos,DOB/Age,Caps,Club,Country,ClubCountry,Year,Gols
Rodrigo Cordero,19,3MF,(1973-12-04)4 December 1973 (aged 28),25,Herediano,Costa Rica,Costa Rica,2002,0
William Sunsing,20,4FW,(1977-05-12)12 May 1977 (aged 25),23,Herediano,Costa Rica,Costa Rica,2002,0
Pablo Chinchilla,21,2DF,(1978-12-21)21 December 1978 (aged 23),12,Alajuelense,Costa Rica,Costa Rica,2002,0
Carlos Castro,22,2DF,(1978-09-10)10 September 1978 (aged 23),22,Alajuelense,Costa Rica,Costa Rica,2002,0
Lester Morgan,23,1GK,(1976-05-02)2 May 1976 (aged 26),5,Herediano,Costa Rica,Costa Rica,2002,0
Rüştü Reçber,1,1GK,(1973-05-10)10 May 1973 (aged 29),64,Fenerbahçe,Turkey,Turkey,2002,0
Emre Aşık,2,2DF,(1973-12-13)13 December 1973 (aged 28),16,Galatasaray,Turkey,Turkey,2002,0
Bülent Korkmaz,3,2DF,(1968-11-24)24 November 1968 (aged 33),68,Galatasaray,Turkey,Turkey,2002,0
Fatih Akyel,4,2DF,(1977-12-26)26 December 1977 (aged 24),36,Fenerbahçe,Turkey,Turkey,2002,0
Alpay Özalan,5,2DF,(1973-05-29)29 May 1973 (aged 29),62,Aston Villa,Turkey,England,2002,0
Arif Erdem,6,4FW,(1972-01-02)2 January 1972 (aged 30),50,Galatasaray,Turkey,Turkey,2002,0
Okan Buruk,7,3MF,(1973-10-19)19 October 1973 (aged 28),26,Inter Milan,Turkey,Italy,2002,0
Tugay Kerimoğlu,8,3MF,(1970-08-24)24 August 1970 (aged 31),69,Blackburn Rovers,Turkey,England,2002,0
Hakan Şükür (c),9,4FW,(1971-09-01)1 September 1971 (aged 30),73,Parma,Turkey,Italy,2002,0
Yıldıray Baştürk,10,3MF,(1978-12-24)24 December 1978 (aged 23),13,Bayer Leverkusen,Turkey,Germany,2002,0
Hasan Şaş,11,4FW,(1976-08-01)1 August 1976 (aged 25),14,Galatasaray,Turkey,Turkey,2002,0
Ömer Çatkıç,12,1GK,(1974-10-15)15 October 1974 (aged 27),6,Gaziantepspor,Turkey,Turkey,2002,0
Muzzy Izzet,13,3MF,(1974-10-31)31 October 1974 (aged 27),7,Leicester City,Turkey,England,2002,0
Tayfur Havutçu,14,3MF,(1970-04-23)23 April 1970 (aged 32),39,Beşiktaş,Turkey,Turkey,2002,0
Nihat Kahveci,15,4FW,(1979-11-23)23 November 1979 (aged 22),11,Real Sociedad,Turkey,Spain,2002,0
Ümit Özat,16,2DF,(1976-10-30)30 October 1976 (aged 25),14,Fenerbahçe,Turkey,Turkey,2002,0
İlhan Mansız,17,4FW,(1975-08-10)10 August 1975 (aged 26),6,Beşiktaş,Turkey,Turkey,2002,0
Ergün Penbe,18,3MF,(1972-05-17)17 May 1972 (aged 30),21,Galatasaray,Turkey,Turkey,2002,0
Abdullah Ercan,19,3MF,(1971-12-08)8 December 1971 (aged 30),70,Fenerbahçe,Turkey,Turkey,2002,0
Hakan Ünsal,20,2DF,(1973-05-14)14 May 1973 (aged 29),25,Blackburn Rovers,Turkey,England,2002,0
Emre Belözoğlu,21,3MF,(1980-09-07)7 September 1980 (aged 21),11,Inter Milan,Turkey,Italy,2002,0
Ümit Davala,22,3MF,(1973-07-30)30 July 1973 (aged 28),24,Milan,Turkey,Italy,2002,0
Zafer Özgültekin,23,1GK,(1975-03-10)10 March 1975 (aged 27),1,Ankaragücü,Turkey,Turkey,2002,0
Jerzy Dudek,1,1GK,(1973-03-23)23 March 1973 (aged 29),21,Liverpool,Poland,England,2002,0
Tomasz Kłos,2,2DF,(1973-03-07)7 March 1973 (aged 29),37,1. FC Kaiserslautern,Poland,Germany,2002,0
Jacek Zieliński,3,2DF,(1967-10-10)10 October 1967 (aged 34),52,Legia Warsaw,Poland,Poland,2002,0
Michał Żewłakow,4,2DF,(1976-04-22)22 April 1976 (aged 26),25,Mouscron,Poland,Belgium,2002,0
Tomasz Rząsa,5,2DF,(1973-03-11)11 March 1973 (aged 29),9,Feyenoord,Poland,Netherlands,2002,0
Tomasz Hajto,6,2DF,(1972-10-16)16 October 1972 (aged 29),44,Schalke 04,Poland,Germany,2002,0
Piotr Świerczewski,7,3MF,(1972-04-08)8 April 1972 (aged 30),65,Marseille,Poland,France,2002,0
Cezary Kucharski,8,4FW,(1972-02-17)17 February 1972 (aged 30),15,Legia Warsaw,Poland,Poland,2002,0
Paweł Kryszałowicz,9,4FW,(1974-06-23)23 June 1974 (aged 27),23,Eintracht Frankfurt,Poland,Germany,2002,0
Radosław Kałużny,10,3MF,(1974-02-02)2 February 1974 (aged 28),30,Energie Cottbus,Poland,Germany,2002,0
Emmanuel Olisadebe,11,4FW,(1978-12-22)22 December 1978 (aged 23),16,Panathinaikos,Poland,Greece,2002,0
Radosław Majdan,12,1GK,(1972-05-10)10 May 1972 (aged 30),5,Göztepe,Poland,Turkey,2002,0
Arkadiusz Głowacki,13,2DF,(1979-03-13)13 March 1979 (aged 23),2,Wisła Kraków,Poland,Poland,2002,0
Marcin Żewłakow,14,4FW,(1976-04-22)22 April 1976 (aged 26),17,Mouscron,Poland,Belgium,2002,0
Tomasz Wałdoch (c),15,2DF,(1971-05-10)10 May 1971 (aged 31),71,Schalke 04,Poland,Germany,2002,0
Maciej Murawski,16,2DF,(1974-02-20)20 February 1974 (aged 28),4,Legia Warsaw,Poland,Poland,2002,0
Arkadiusz Bąk,17,3MF,(1974-10-06)6 October 1974 (aged 27),12,Widzew Łódź,Poland,Poland,2002,0
Jacek Krzynówek,18,3MF,(1976-05-15)15 May 1976 (aged 26),23,1. FC Nürnberg,Poland,Germany,2002,0
Maciej Żurawski,19,4FW,(1976-09-12)12 September 1976 (aged 25),9,Wisła Kraków,Poland,Poland,2002,0
Jacek Bąk,20,2DF,(1973-03-24)24 March 1973 (aged 29),36,Lens,Poland,France,2002,0
Marek Koźmiński,21,3MF,(1971-02-07)7 February 1971 (aged 31),42,Ancona,Poland,Italy,2002,0
Adam Matysek,22,1GK,(1968-07-19)19 July 1968 (aged 33),34,RKS Radomsko,Poland,Poland,2002,0
Paweł Sibik,23,3MF,(1971-02-15)15 February 1971 (aged 31),2,Odra Wodzisław,Poland,Poland,2002,0
Vítor Baía,1,1GK,(1969-10-15)15 October 1969 (aged 32),75,Porto,Portugal,Portugal,2002,0
Jorge Costa,2,2DF,(1971-10-14)14 October 1971 (aged 30),46,Porto,Portugal,Portugal,2002,0
Abel Xavier,3,2DF,(1972-11-30)30 November 1972 (aged 29),18,Liverpool,Portugal,England,2002,0
Marco Caneira,4,2DF,(1979-02-09)9 February 1979 (aged 23),1,Benfica,Portugal,Portugal,2002,0
Fernando Couto (c),5,2DF,(1969-08-02)2 August 1969 (aged 32),82,Lazio,Portugal,Italy,2002,0
Paulo Sousa,6,3MF,(1970-08-30)30 August 1970 (aged 31),50,Espanyol,Portugal,Spain,2002,0
Luís Figo,7,3MF,(1972-11-04)4 November 1972 (aged 29),81,Real Madrid,Portugal,Spain,2002,0
João Pinto,8,4FW,(1971-08-19)19 August 1971 (aged 30),77,Sporting CP,Portugal,Portugal,2002,0
Pauleta,9,4FW,(1973-04-28)28 April 1973 (aged 29),33,Bordeaux,Portugal,France,2002,0
Rui Costa,10,3MF,(1972-03-29)29 March 1972 (aged 30),67,Milan,Portugal,Italy,2002,0
Sérgio Conceição,11,3MF,(1974-11-15)15 November 1974 (aged 27),41,Inter Milan,Portugal,Italy,2002,0
Hugo Viana,12,3MF,(1983-01-15)15 January 1983 (aged 19),4,Sporting CP,Portugal,Portugal,2002,0
Jorge Andrade,13,2DF,(1978-04-09)9 April 1978 (aged 24),5,Porto,Portugal,Portugal,2002,0
Pedro Barbosa,14,3MF,(1970-08-06)6 August 1970 (aged 31),21,Sporting CP,Portugal,Portugal,2002,0
Nélson Pereira,15,1GK,(1975-10-20)20 October 1975 (aged 26),1,Sporting CP,Portugal,Portugal,2002,0
Ricardo,16,1GK,(1976-02-11)11 February 1976 (aged 26),10,Boavista,Portugal,Portugal,2002,0
Paulo Bento,17,3MF,(1969-06-20)20 June 1969 (aged 32),31,Sporting CP,Portugal,Portugal,2002,0
Nuno Frechaut,18,2DF,(1977-09-24)24 September 1977 (aged 24),9,Boavista,Portugal,Portugal,2002,0
Capucho,19,3MF,(1972-02-21)21 February 1972 (aged 30),29,Porto,Portugal,Portugal,2002,0
Petit,20,3MF,(1976-09-25)25 September 1976 (aged 25),9,Boavista,Portugal,Portugal,2002,0
Nuno Gomes,21,4FW,(1976-07-05)5 July 1976 (aged 25),28,Fiorentina,Portugal,Italy,2002,0
Beto,22,2DF,(1976-05-03)3 May 1976 (aged 26),16,Sporting CP,Portugal,Portugal,2002,0
Rui Jorge,23,2DF,(1973-03-27)27 March 1973 (aged 29),20,Sporting CP,Portugal,Portugal,2002,0
Lee Woon-jae,1,1GK,(1973-04-26)26 April 1973 (aged 29),31,Suwon Samsung Bluewings,South Korea,South Korea,2002,0
Hyun Young-min,2,2DF,(1979-12-25)25 December 1979 (aged 22),8,Ulsan Hyundai Horangi,South Korea,South Korea,2002,0
Choi Sung-yong,3,3MF,(1975-12-25)25 December 1975 (aged 26),60,Suwon Samsung Bluewings,South Korea,South Korea,2002,0
Choi Jin-cheul,4,2DF,(1971-03-26)26 March 1971 (aged 31),15,Jeonbuk Hyundai Motors,South Korea,South Korea,2002,0
Kim Nam-il,5,3MF,(1977-03-14)14 March 1977 (aged 25),23,Jeonnam Dragons,South Korea,South Korea,2002,0
Yoo Sang-chul,6,2DF,(1971-10-18)18 October 1971 (aged 30),93,Kashiwa Reysol,South Korea,Japan,2002,0
Kim Tae-young,7,2DF,(1970-11-08)8 November 1970 (aged 31),78,Jeonnam Dragons,South Korea,South Korea,2002,0
Choi Tae-uk,8,4FW,(1981-03-13)13 March 1981 (aged 21),16,Anyang LG Cheetahs,South Korea,South Korea,2002,0
Seol Ki-hyeon,9,4FW,(1979-01-08)8 January 1979 (aged 23),31,Anderlecht,South Korea,Belgium,2002,0
Lee Young-pyo,10,2DF,(1977-04-23)23 April 1977 (aged 25),51,Anyang LG Cheetahs,South Korea,South Korea,2002,0
Choi Yong-soo,11,4FW,(1973-09-10)10 September 1973 (aged 28),58,JEF United Ichihara,South Korea,Japan,2002,0
Kim Byung-ji,12,1GK,(1970-04-08)8 April 1970 (aged 32),58,Pohang Steelers,South Korea,South Korea,2002,0
Lee Eul-yong,13,3MF,(1975-09-08)8 September 1975 (aged 26),19,Bucheon SK,South Korea,South Korea,2002,0
Lee Chun-soo,14,4FW,(1981-07-09)9 July 1981 (aged 20),22,Ulsan Hyundai Horangi,South Korea,South Korea,2002,0
Lee Min-sung,15,2DF,(1973-06-23)23 June 1973 (aged 28),52,Busan I'Cons,South Korea,South Korea,2002,0
Cha Du-ri,16,4FW,(1980-07-25)25 July 1980 (aged 21),12,Korea University,South Korea,South Korea,2002,0
Yoon Jong-hwan,17,3MF,(1973-02-16)16 February 1973 (aged 29),36,Cerezo Osaka,South Korea,Japan,2002,0
Hwang Sun-hong,18,4FW,(1968-07-14)14 July 1968 (aged 33),97,Kashiwa Reysol,South Korea,Japan,2002,0
Ahn Jung-hwan,19,4FW,(1976-01-27)27 January 1976 (aged 26),19,Perugia,South Korea,Italy,2002,0
Hong Myung-bo (c),20,2DF,(1969-02-12)12 February 1969 (aged 33),128,Pohang Steelers,South Korea,South Korea,2002,0
Park Ji-sung,21,3MF,(1981-02-25)25 February 1981 (aged 21),33,Kyoto Purple Sanga,South Korea,Japan,2002,0
Song Chong-gug,22,3MF,(1979-02-20)20 February 1979 (aged 23),27,Busan I'Cons,South Korea,South Korea,2002,0
Choi Eun-sung,23,1GK,(1971-04-05)5 April 1971 (aged 31),1,Daejeon Citizen,South Korea,South Korea,2002,0
Brad Friedel,1,1GK,(1971-05-08)8 May 1971 (aged 31),74,Blackburn Rovers,United States,England,2002,0
Frankie Hejduk,2,3MF,(1974-08-05)5 August 1974 (aged 27),38,Bayer Leverkusen,United States,Germany,2002,0
Gregg Berhalter,3,2DF,(1973-08-01)1 August 1973 (aged 28),25,Crystal Palace,United States,England,2002,0
Pablo Mastroeni,4,2DF,(1976-08-29)29 August 1976 (aged 25),8,Colorado Rapids,United States,United States,2002,0
John O'Brien,5,3MF,(1977-08-29)29 August 1977 (aged 24),13,Ajax,United States,Netherlands,2002,0
David Regis,6,2DF,(1968-12-02)2 December 1968 (aged 33),28,Metz,United States,France,2002,0
Eddie Lewis,7,3MF,(1974-05-17)17 May 1974 (aged 28),38,Fulham,United States,England,2002,0
Earnie Stewart,8,3MF,(1969-03-28)28 March 1969 (aged 33),77,NAC Breda,United States,Netherlands,2002,0
Joe-Max Moore,9,4FW,(1971-02-23)23 February 1971 (aged 31),95,Everton,United States,England,2002,0
Claudio Reyna (c),10,3MF,(1973-07-20)20 July 1973 (aged 28),86,Sunderland,United States,England,2002,0
Clint Mathis,11,4FW,(1976-11-25)25 November 1976 (aged 25),19,MetroStars,United States,United States,2002,0
Jeff Agoos,12,2DF,(1968-05-02)2 May 1968 (aged 34),127,San Jose Earthquakes,United States,United States,2002,0
Cobi Jones,13,3MF,(1970-06-16)16 June 1970 (aged 31),153,LA Galaxy,United States,United States,2002,0
Steve Cherundolo,14,2DF,(1979-02-19)19 February 1979 (aged 23),10,Hannover 96,United States,Germany,2002,0
Josh Wolff,15,4FW,(1977-02-25)25 February 1977 (aged 25),16,Chicago Fire,United States,United States,2002,0
Carlos Llamosa,16,2DF,(1969-06-30)30 June 1969 (aged 32),26,New England Revolution,United States,United States,2002,0
DaMarcus Beasley,17,3MF,(1982-05-24)24 May 1982 (aged 20),9,Chicago Fire,United States,United States,2002,0
Kasey Keller,18,1GK,(1969-11-29)29 November 1969 (aged 32),58,Tottenham Hotspur,United States,England,2002,0
Tony Meola,19,1GK,(1969-02-21)21 February 1969 (aged 33),98,Kansas City Wizards,United States,United States,2002,0
Brian McBride,20,4FW,(1972-06-19)19 June 1972 (aged 29),58,Columbus Crew,United States,United States,2002,0
Landon Donovan,21,4FW,(1982-03-04)4 March 1982 (aged 20),20,San Jose Earthquakes,United States,United States,2002,0
Tony Sanneh,22,2DF,(1971-06-01)1 June 1971 (aged 30),29,1. FC Nürnberg,United States,Germany,2002,0
Eddie Pope,23,2DF,(1973-12-24)24 December 1973 (aged 28),48,D.C. United,United States,United States,2002,0
Alioum Boukar,1,1GK,(1972-01-03)3 January 1972 (aged 30),46,Samsunspor,Cameroon,Turkey,2002,0
Bill Tchato,2,2DF,(1975-05-14)14 May 1975 (aged 27),12,Montpellier,Cameroon,France,2002,0
Pierre Womé,3,2DF,(1979-03-26)26 March 1979 (aged 23),46,Bologna,Cameroon,Italy,2002,0
Rigobert Song (c),4,2DF,(1976-07-01)1 July 1976 (aged 25),59,1. FC Köln,Cameroon,Germany,2002,0
Raymond Kalla,5,2DF,(1975-04-22)22 April 1975 (aged 27),47,Extremadura,Cameroon,Spain,2002,0
Pierre Njanka,6,2DF,(1975-03-15)15 March 1975 (aged 27),31,Strasbourg,Cameroon,France,2002,0
Joseph N'Do,7,3MF,(1976-04-28)28 April 1976 (aged 26),16,Al-Khaleej,Cameroon,Saudi Arabia,2002,0
Geremi,8,2DF,(1978-12-20)20 December 1978 (aged 23),38,Real Madrid,Cameroon,Spain,2002,0
Samuel Eto'o,9,4FW,(1981-03-10)10 March 1981 (aged 21),27,Mallorca,Cameroon,Spain,2002,0
Patrick M'Boma,10,4FW,(1970-11-15)15 November 1970 (aged 31),42,Sunderland,Cameroon,England,2002,0
Pius Ndiefi,11,4FW,(1975-07-05)5 July 1975 (aged 26),13,Sedan,Cameroon,France,2002,0
Lauren,12,3MF,(1977-01-19)19 January 1977 (aged 25),15,Arsenal,Cameroon,England,2002,0
Lucien Mettomo,13,2DF,(1977-04-19)19 April 1977 (aged 25),17,Manchester City,Cameroon,England,2002,0
Joël Epalle,14,3MF,(1978-02-20)20 February 1978 (aged 24),22,Panachaiki,Cameroon,Greece,2002,0
Nicolas Alnoudji,15,3MF,(1979-12-09)9 December 1979 (aged 22),15,Rizespor,Cameroon,Turkey,2002,0
Jacques Songo'o,16,1GK,(1964-03-17)17 March 1964 (aged 38),66,Metz,Cameroon,France,2002,0
Marc-Vivien Foé,17,3MF,(1975-05-01)1 May 1975 (aged 27),47,Lyon,Cameroon,France,2002,0
Patrick Suffo,18,4FW,(1978-01-17)17 January 1978 (aged 24),18,Sheffield United,Cameroon,England,2002,0
Eric Djemba-Djemba,19,3MF,(1981-05-04)4 May 1981 (aged 21),0,Nantes,Cameroon,France,2002,0
Salomon Olembé,20,3MF,(1980-12-08)8 December 1980 (aged 21),39,Marseille,Cameroon,France,2002,0
Joseph-Désiré Job,21,4FW,(1977-12-01)1 December 1977 (aged 24),34,Metz,Cameroon,France,2002,0
Carlos Kameni,22,1GK,(1984-02-18)18 February 1984 (aged 18),1,Le Havre,Cameroon,France,2002,0
Daniel Kome,23,3MF,(1980-05-19)19 May 1980 (aged 22),4,Numancia,Cameroon,Spain,2002,0
Oliver Kahn (c),1,1GK,(1969-06-15)15 June 1969 (aged 32),45,Bayern Munich,Germany,Germany,2002,0
Thomas Linke,2,2DF,(1969-12-26)26 December 1969 (aged 32),34,Bayern Munich,Germany,Germany,2002,0
Marko Rehmer,3,2DF,(1972-04-29)29 April 1972 (aged 30),27,Hertha BSC,Germany,Germany,2002,0
Frank Baumann,4,2DF,(1975-10-29)29 October 1975 (aged 26),11,Werder Bremen,Germany,Germany,2002,0
Carsten Ramelow,5,3MF,(1974-03-20)20 March 1974 (aged 28),25,Bayer Leverkusen,Germany,Germany,2002,0
Christian Ziege,6,2DF,(1972-02-01)1 February 1972 (aged 30),66,Tottenham Hotspur,Germany,England,2002,0
Oliver Neuville,7,4FW,(1973-05-01)1 May 1973 (aged 29),30,Bayer Leverkusen,Germany,Germany,2002,0
Dietmar Hamann,8,3MF,(1973-08-27)27 August 1973 (aged 28),40,Liverpool,Germany,England,2002,0
Carsten Jancker,9,4FW,(1974-08-28)28 August 1974 (aged 27),26,Bayern Munich,Germany,Germany,2002,0
Lars Ricken,10,3MF,(1976-07-10)10 July 1976 (aged 25),16,Borussia Dortmund,Germany,Germany,2002,0
Miroslav Klose,11,4FW,(1978-06-09)9 June 1978 (aged 23),12,1. FC Kaiserslautern,Germany,Germany,2002,0
Jens Lehmann,12,1GK,(1969-11-10)10 November 1969 (aged 32),14,Borussia Dortmund,Germany,Germany,2002,0
Michael Ballack,13,3MF,(1976-09-26)26 September 1976 (aged 25),22,Bayer Leverkusen,Germany,Germany,2002,0
Gerald Asamoah,14,4FW,(1978-10-03)3 October 1978 (aged 23),11,Schalke 04,Germany,Germany,2002,0
Sebastian Kehl,15,2DF,(1980-02-13)13 February 1980 (aged 22),8,Borussia Dortmund,Germany,Germany,2002,0
Jens Jeremies,16,3MF,(1974-03-05)5 March 1974 (aged 28),33,Bayern Munich,Germany,Germany,2002,0
Marco Bode,17,3MF,(1969-07-23)23 July 1969 (aged 32),34,Werder Bremen,Germany,Germany,2002,0
Jörg Böhme,18,3MF,(1974-01-22)22 January 1974 (aged 28),6,Schalke 04,Germany,Germany,2002,0
Bernd Schneider,19,3MF,(1973-11-17)17 November 1973 (aged 28),9,Bayer Leverkusen,Germany,Germany,2002,0
Oliver Bierhoff,20,4FW,(1968-05-01)1 May 1968 (aged 34),65,Monaco,Germany,France,2002,0
Christoph Metzelder,21,2DF,(1980-11-05)5 November 1980 (aged 21),6,Borussia Dortmund,Germany,Germany,2002,0
Torsten Frings,22,3MF,(1976-11-22)22 November 1976 (aged 25),8,Werder Bremen,Germany,Germany,2002,0
Hans-Jörg Butt,23,1GK,(1974-05-28)28 May 1974 (aged 28),2,Bayer Leverkusen,Germany,Germany,2002,0
Shay Given,1,1GK,(1976-04-20)20 April 1976 (aged 26),39,Newcastle United,Republic of Ireland,England,2002,0
Steve Finnan,2,2DF,(1976-04-24)24 April 1976 (aged 26),13,Fulham,Republic of Ireland,England,2002,0
Ian Harte,3,2DF,(1977-08-31)31 August 1977 (aged 24),40,Leeds United,Republic of Ireland,England,2002,0
Kenny Cunningham,4,2DF,(1971-06-28)28 June 1971 (aged 30),38,Wimbledon,Republic of Ireland,England,2002,0
Steve Staunton (c),5,2DF,(1969-01-19)19 January 1969 (aged 33),98,Aston Villa,Republic of Ireland,England,2002,0
Roy Keane,6,3MF,(1971-08-10)10 August 1971 (aged 30),58,Manchester United,Republic of Ireland,England,2002,0
Jason McAteer,7,3MF,(1971-06-18)18 June 1971 (aged 30),47,Sunderland,Republic of Ireland,England,2002,0
Matt Holland,8,3MF,(1974-04-11)11 April 1974 (aged 28),19,Ipswich Town,Republic of Ireland,England,2002,0
Damien Duff,9,3MF,(1979-03-02)2 March 1979 (aged 23),26,Blackburn Rovers,Republic of Ireland,England,2002,0
Robbie Keane,10,4FW,(1980-07-08)8 July 1980 (aged 21),33,Leeds United,Republic of Ireland,England,2002,0
Kevin Kilbane,11,3MF,(1977-02-01)1 February 1977 (aged 25),31,Sunderland,Republic of Ireland,England,2002,0
Mark Kinsella,12,3MF,(1972-08-12)12 August 1972 (aged 29),28,Charlton Athletic,Republic of Ireland,England,2002,0
David Connolly,13,4FW,(1977-06-06)6 June 1977 (aged 24),33,Wimbledon,Republic of Ireland,England,2002,0
Gary Breen,14,2DF,(1973-12-12)12 December 1973 (aged 28),43,Coventry City,Republic of Ireland,England,2002,0
Richard Dunne,15,2DF,(1979-09-21)21 September 1979 (aged 22),14,Manchester City,Republic of Ireland,England,2002,0
Dean Kiely,16,1GK,(1970-10-10)10 October 1970 (aged 31),6,Charlton Athletic,Republic of Ireland,England,2002,0
Niall Quinn,17,4FW,(1966-10-06)6 October 1966 (aged 35),88,Sunderland,Republic of Ireland,England,2002,0
Gary Kelly,18,2DF,(1974-07-09)9 July 1974 (aged 27),46,Leeds United,Republic of Ireland,England,2002,0
Clinton Morrison,19,4FW,(1979-05-14)14 May 1979 (aged 23),7,Crystal Palace,Republic of Ireland,England,2002,0
Andrew O'Brien,20,2DF,(1979-06-29)29 June 1979 (aged 22),5,Newcastle United,Republic of Ireland,England,2002,0
Steven Reid,21,3MF,(1981-03-10)10 March 1981 (aged 21),5,Millwall,Republic of Ireland,England,2002,0
Lee Carsley,22,3MF,(1974-02-28)28 February 1974 (aged 28),19,Everton,Republic of Ireland,England,2002,0
Alan Kelly,23,1GK,(1968-08-11)11 August 1968 (aged 33),34,Blackburn Rovers,Republic of Ireland,England,2002,0
Mohamed Al-Deayea,1,1GK,(1972-08-02)2 August 1972 (aged 29),168,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Mohammed Sheliah,2,2DF,(1974-09-28)28 September 1974 (aged 27),73,Al Ahli,Saudi Arabia,Saudi Arabia,2002,0
Redha Tukar,3,2DF,(1975-11-29)29 November 1975 (aged 26),5,Al Shabab,Saudi Arabia,Saudi Arabia,2002,0
Abdullah Sulaiman Zubromawi,4,2DF,(1973-11-15)15 November 1973 (aged 28),115,Al Ahli,Saudi Arabia,Saudi Arabia,2002,0
Mohsin al-Harthi,5,2DF,(1976-07-17)17 July 1976 (aged 25),20,Al Nassr,Saudi Arabia,Saudi Arabia,2002,0
Fouzi Al-Shehri,6,2DF,(1980-05-15)15 May 1980 (aged 22),2,Al Ahli,Saudi Arabia,Saudi Arabia,2002,0
Ibrahim Suwayed,7,3MF,(1974-07-21)21 July 1974 (aged 27),59,Al Ahli,Saudi Arabia,Saudi Arabia,2002,0
Mohammed Noor,8,3MF,(1978-02-26)26 February 1978 (aged 24),29,Al-Ittihad,Saudi Arabia,Saudi Arabia,2002,0
Sami Al-Jaber (c),9,4FW,(1972-12-11)11 December 1972 (aged 29),148,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Mohammad Al-Shalhoub,10,3MF,(1980-12-08)8 December 1980 (aged 21),17,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Obeid Al-Dosari,11,4FW,(1975-10-02)2 October 1975 (aged 26),97,Al Ahli,Saudi Arabia,Saudi Arabia,2002,0
Ahmed Al-Dokhi,12,2DF,(1976-10-25)25 October 1976 (aged 25),47,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Hussein Abdulghani,13,2DF,(1977-01-21)21 January 1977 (aged 25),80,Al Ahli,Saudi Arabia,Saudi Arabia,2002,0
Abdulaziz Al-Khathran,14,3MF,(1973-07-31)31 July 1973 (aged 28),0,Al Shabab,Saudi Arabia,Saudi Arabia,2002,0
Abdullah Al-Jumaan,15,4FW,(1977-11-10)10 November 1977 (aged 24),20,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Khamis Al-Owairan,16,3MF,(1973-09-08)8 September 1973 (aged 28),76,Al-Ittihad,Saudi Arabia,Saudi Arabia,2002,0
Abdullah Al-Waked,17,3MF,(1975-09-29)29 September 1975 (aged 26),45,Al Shabab,Saudi Arabia,Saudi Arabia,2002,0
Nawaf Al-Temyat,18,3MF,(1976-06-28)28 June 1976 (aged 25),48,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Omar Al-Ghamdi,19,3MF,(1979-04-11)11 April 1979 (aged 23),28,Al Hilal,Saudi Arabia,Saudi Arabia,2002,0
Al Hasan Al-Yami,20,4FW,(1972-08-21)21 August 1972 (aged 29),18,Al-Ittihad,Saudi Arabia,Saudi Arabia,2002,0
Mabrouk Zaid,21,1GK,(1979-02-11)11 February 1979 (aged 23),1,Al-Ittihad,Saudi Arabia,Saudi Arabia,2002,0
Mohammed Al-Khojali,22,1GK,(1973-01-15)15 January 1973 (aged 29),12,Al Nassr,Saudi Arabia,Saudi Arabia,2002,0
Mansour Al-Thagafi,23,2DF,(1979-01-14)14 January 1979 (aged 23),0,Al Nassr,Saudi Arabia,Saudi Arabia,2002,0
Germán Burgos,1,1GK,(1969-04-16)16 April 1969 (aged 33),35,Atlético Madrid,Argentina,Spain,2002,0
Roberto Ayala,2,2DF,(1973-04-14)14 April 1973 (aged 29),74,Valencia,Argentina,Spain,2002,0
Juan Pablo Sorín,3,2DF,(1976-05-05)5 May 1976 (aged 26),35,Cruzeiro,Argentina,Brazil,2002,0
Mauricio Pochettino,4,2DF,(1972-03-02)2 March 1972 (aged 30),16,Paris Saint-Germain,Argentina,France,2002,0
Matías Almeyda,5,3MF,(1973-12-21)21 December 1973 (aged 28),33,Parma,Argentina,Italy,2002,0
Walter Samuel,6,2DF,(1978-03-23)23 March 1978 (aged 24),30,Roma,Argentina,Italy,2002,0
Claudio López,7,4FW,(1974-07-17)17 July 1974 (aged 27),49,Lazio,Argentina,Italy,2002,0
Javier Zanetti,8,2DF,(1973-08-10)10 August 1973 (aged 28),66,Inter Milan,Argentina,Italy,2002,0
Gabriel Batistuta (c),9,4FW,(1969-02-01)1 February 1969 (aged 33),75,Roma,Argentina,Italy,2002,0
Ariel Ortega,10,3MF,(1974-03-04)4 March 1974 (aged 28),81,River Plate,Argentina,Argentina,2002,0
Juan Sebastián Verón,11,3MF,(1975-03-09)9 March 1975 (aged 27),47,Manchester United,Argentina,England,2002,0
Pablo Cavallero,12,1GK,(1974-04-13)13 April 1974 (aged 28),8,Celta Vigo,Argentina,Spain,2002,0
Diego Placente,13,2DF,(1977-04-24)24 April 1977 (aged 25),6,Bayer Leverkusen,Argentina,Germany,2002,0
Diego Simeone,14,3MF,(1970-04-28)28 April 1970 (aged 32),104,Lazio,Argentina,Italy,2002,0
